osmid,commutes
62382826,30
62382827,15
62410090,198
624157837,1452
624670476,1117
625003998,143
625003999,17
625004000,265
625295555,69
625295955,129
625298047,21
625298048,46
625298049,80
625697357,29
625697358,18
626352444,28
626352445,89
626360102,2961
626387763,12
626387764,73
626387765,62
626391594,80
626391596,11
626391597,102
627087818,740
627087820,488
627087821,5
627087822,219
627087823,910
627087824,197
627087825,6472
62848582,3
628610792,301
628610795,7
629335650,43
629380149,1
629384047,74
629394987,313
629394989,375
629394991,451
629394996,545
629394997,54
629395000,47
629395002,63
629395005,301
629395008,211
629395010,19
629395011,284
629395015,162
629395021,484
629395023,183
629395026,23
629395028,498
629395031,1157
629429348,8520
629429349,333
629429350,159
629429352,2359
629429354,2045
629429355,2225
629429356,100
629451321,541
629451322,21229
629451323,6663
629465217,83
629465218,2
629465220,2823
629465229,7227
629465234,3681
630134708,6
630831544,9
630831549,10
632613287,114
632685899,56
632685900,90
63272825,32
63272832,40
634575825,1507
634575829,392
634575832,546
635470659,40
636743311,1074
637136032,70
638281809,9224
638281810,1737
638281812,756
638281813,1446
639332498,6
640356018,5
640356019,15
640356020,191
640356021,12
640356022,8
640356023,2
641780632,202
644927156,425
645727984,10
645727985,46
646223209,46
647113370,1
647113371,7
647113372,3
647113373,3
647113374,2
647113376,6
64752346,19
648625140,2817
648956576,8
651343111,5
651343112,24
651847548,51
653510934,34
653889150,1
655086538,18538
655086539,2829
655086542,1245
655086550,3633
655086556,43
655086559,749
655086564,112
655086565,31
655086568,1917
655086573,1737
655086574,3478
655142040,780
655142042,250
655142048,721
655225821,36
655225822,104
656164023,521
656865863,2307
656865868,2278
656865869,1857
656865872,1381
656865873,1628
656865875,2173
656865876,3239
656865881,134
656865883,364
656865884,79
657572813,29
660066438,14
662301417,68
662798601,246
665330287,358
665330290,239
665333337,479
665348089,4090
665348091,7355
665348092,23
665348093,10
665348094,5
665348095,5
665348096,32
665348153,94
665348157,29
665362013,693
665362023,119
665362024,47
665362025,341
665431279,274
665499071,10
665499072,48
665499073,8
666117460,54
666147509,167
668602621,596
668724716,3594
668725496,13
668725498,961
669236952,1150
669251696,24
669251752,1346
669251754,417
669941335,6
669941336,6
670007583,2
670007584,6
670273641,7
670273642,22
67054010,81
67054021,68
670641847,58
670641848,9
670641850,46
670641852,6
670641853,6
670641854,22
671199922,980
671422764,254
672566117,575
673580364,61
674351722,3214
674351723,4534
674351724,3158
674351725,3131
675915934,66
675915935,41
675915936,54
675919248,49
675926840,1280
675926841,109
675926843,562
675926844,333
676115410,45
676157037,11
676159532,5
676160704,1477
676160705,109
676160706,109
676168514,759
676168515,759
676172164,540
676172165,1697
676172166,540
676223368,39
676229587,208
676229590,5
676235404,941
676235405,3061
676235406,860
676235408,860
676237058,207
676237059,1
676237060,14
676242743,48
676242744,4
676242745,10
676243285,6
676246285,339
676249260,81
676251374,3
676265465,239
676274660,22
676275648,13
676275651,7
676275656,22
676281996,10121
676284403,101
676284405,131
676288121,236
676288122,7
676288123,5
676288124,20
676290395,167
676291897,8
676299729,8
676299730,4
676307553,22
676310139,1
676313716,611
676313724,579
676315092,48
676315093,21
676316220,44
676316222,88
676316223,25
676507143,10
676510659,52
676510660,31
676510661,34
676520568,27
676541659,3043
676546394,47
676546395,12
676546396,32
676550704,2
676564316,11
676569559,7
676577586,17
676577587,12
676577588,1
676577589,3
676608327,388
676615046,868
676703087,2
676708203,1
676717695,16
676717696,16
676717697,437
676717698,22
676717699,25
676725603,58
676725604,2
676725605,5
676725606,7
676725607,9
676725608,14
676795619,396
676837856,4399
676988806,49
677199849,4
678090073,380
678090074,577
678090076,220
678165855,103
678165964,71
678165965,66
680343682,3253
680694176,27
681321606,45
681321607,29
681429577,4059
681532989,3101
681631559,2034
681631562,6091
681631563,823
681631564,823
681683198,30
681683200,41
681683202,23
681683203,43
681699550,2
682376905,1
682525165,33
682528254,5
682668142,5
682669487,112
682669488,24
682948734,7
682955498,118
682955499,2
682955500,41
682961363,3
682968163,138
682969296,16
682977098,17
682982479,14
683312664,1272
683312665,2462
683598844,36
683674433,92
683848691,5539
683849344,2212
683849347,183
684453768,2
684453769,2
684453770,1
684453771,1
684453773,1
684453775,1
684453776,1
684453777,1
684453779,3
684453782,1
684453783,1
684454127,25
684466491,9
684611991,30
684613557,3
684618444,17
684682090,25
684682382,48
684816845,9
684873432,32
684874805,109
685186871,17
685186872,6
685257756,188
685258946,18
685258950,9
685259332,52
685259333,43
685260099,96
685260100,99
685260609,322
685262612,83
685262680,2
685262681,126
685266972,3
685272040,3
685272565,5
685272733,13
685273390,22
685273534,67
685273541,479
685273547,121
685273548,67
685274285,2
685275201,4
685276884,12
685295834,7
685295835,1
685303070,129
685303128,3
685303129,6
685303428,80
685303429,263
685304879,72
685304881,44
685304884,122
685304887,285
685304889,13
685305474,103
685308896,2
685308898,6
685311004,5
685312064,575
685320082,391
685320472,14
685320473,14
685320474,574
685320475,9
685320476,13
685321767,123
685322190,5
685322191,282
685322192,13
685322193,18
685323300,12
685323301,37
685323302,110
685323872,147
685324869,29
685325268,540
685325269,552
685328935,14
685329123,26
685329839,100
685329840,26
685329841,42
685329842,21
685330160,516
685330265,8
685362478,263
685362481,333
685449994,244
685453183,1
685453186,32
685454214,3
685454215,8
685454216,3
685460846,14
685462576,11
685463435,99
685463755,12
685463756,19
685463757,67
685466743,26
685466744,4
685468402,30
685468403,3
685468966,2
685468968,177
685468969,296
685468970,2
685468973,2
685526247,1
685526248,2
685526249,108
685526250,134
685526251,71
691973017,44
691973019,20
692685188,348
692750590,5
692750591,8
692750592,1
692909403,318
692914192,222
692914193,225
692928074,614
692959394,37696
692959397,49
692959398,29
692959399,2
692959400,1
692980627,26
692980629,692
692982469,8
692982470,23
692982471,8
693029581,62
693038468,11
693039521,3809
693066314,14
693067730,2
693067731,6
693067732,6
694316352,63
694481397,28
69545583,45123
69545589,945
69545590,18396
69545605,2072
695627684,8
695922295,7
696630074,128
697144340,2
699422420,16
699648333,2025
702667601,293
702667602,415
702667603,36
702673630,2
702701387,67
702701388,67
702814863,53
702814864,5
702814865,12
702814866,6
702993901,19
702993902,6
703012531,21
703012532,766
703012533,21
703049381,130
703051947,35
703055942,3
703055943,9
703059602,16
703059776,25
703060134,4
703077403,23
703077404,23
703081264,75
703099707,9
703280607,1406
703287945,3
703313472,3
703361526,3229
703387302,12
703396943,9
703517932,585
703816427,2
703942855,171
703942856,38
703942857,38
704456743,10
704762607,347
705050130,12249
705380124,3595
705428380,22
705428381,48
70610508,9
706662187,35
706888464,29
706888467,9
706888468,22
706888471,11
706999989,5003
709209037,3
709209038,12
709209039,7
709250667,2
709996607,61
709996608,10
709996609,12
709996610,7
709996611,14
709996612,6
709996613,6
709996615,4
709996616,4
709996617,4
709996618,4
709996619,5
709996620,11
709996626,1
709996627,1
710885535,5
710885536,16
710885537,1242
710885538,6
711292464,5970
713096543,97
713197590,139
713197591,9854
713284342,1509
713382278,33
713423531,5726
713423532,1162
713423533,642
713423534,205
713423535,331
713423536,1134
71518718,27
715457778,9
715702742,148
716664025,5518
716705002,5
716705003,41
717056196,10
717302728,6
718181505,8606
724570262,217
724747891,4719
725726223,1
726073389,695
727965493,1399
728108211,164
729080731,6
729080732,6
729080733,6872
729175767,2016
729274268,2
730107479,12
730107480,12
731582980,132
731582981,52
731582982,9
733001852,2830
733001854,3817
734379742,11
734379743,11
734379745,14
734379746,19
734379747,6
734379748,11
734379750,23
734379752,14
734379754,6
735158114,1373
735196491,418
735196492,60
735196495,89
735239532,2669
735404219,90
735408325,176
735410765,95
735410766,48
735410767,421
735410882,8
735410883,54
735410884,16
735413946,2125
735414140,677
735417323,30
735420756,4
735421015,151
735421850,2
735426920,850
735438253,9548
735438254,2135
735438255,706
735446606,3
735456613,31
735456615,11
735461457,7084
735467785,6
735467786,2
735467787,8
735467788,3
735467789,3
735467790,3
735467791,36
735503459,306
735536142,126
735597843,4
735639032,1
735819025,86
735930394,542
735930397,549
736160951,41
736166879,2951
736171592,16
736220031,91
736239413,1114
736253614,3
736418158,458
736418159,65
736429346,45
736429347,1
736429348,82
736429349,17
736442111,1
736442112,19
736442113,5
736442114,3
736446795,432
736453137,106
736453138,77
736453226,68
736459482,51
736459485,52
736459731,205
736459732,240
736459733,205
736466087,6
736468271,28
736468272,31
736470712,2
736519758,5
736535377,8
736535378,1
736535379,1
736535380,11
736541168,3372
736553200,21
736557053,8306
736557054,905
736557055,905
737214176,10590
737227234,14
737240351,120
737250638,514
737254254,1922
737284063,2
737287599,84
737287600,149
737287606,21582
737287966,6
737491542,16639
737499267,3
737499268,6
737499269,2
737506050,2198
737523128,394
737523129,394
737528903,74
737543370,4
737543371,4
738142726,270
738176308,1169
738181698,2
738183045,353
738183046,294
738183047,940
738230323,1064
738307725,31
738462488,365
738462489,217
739755218,10
739766041,8
739766042,6
740114889,36
740144043,420
740633173,5
740676396,1910
740904824,1149
740904825,53
740904826,33
741213372,150
741813132,10
741813134,5
741813135,8
741813136,6
742204538,6
742456592,27
742852372,1466
743250968,7
743337852,1228
743337853,992
744463506,13
744531192,81
744531193,3299
744627241,444
744839794,4
744915198,201
745017540,19
745249604,9
745284265,146
745284266,25
745284267,11
745284268,11
745284269,8
745714956,16
745714957,5
745714958,22
745962708,119
746174851,1271
746174853,359
746174854,200
746174855,657
746174858,1257
746174870,1228
747282662,34
747501888,133
747521292,1998
748540223,2
748625415,1225
748645752,1
748645753,54
749442241,68
749695616,154
750682718,184
750682719,394
750682720,9
751477163,6
751480568,6
752146221,171
752146222,389
752146223,8
754222067,10
754288022,2591
755105191,653
755778700,1443
755778701,6587
756794900,1
756928770,6
756928772,6
756928774,6
756928776,6
756928777,4
756928778,6
756930471,4
756930472,4
757115316,1579
757223944,15379
757236824,6
757242762,2931
758044397,52
758617356,41
758617357,32
758627620,12
758839749,2493
759501162,1
759597186,22
759963718,31
759963719,3
760003518,256
761132255,9
761156555,2
761156556,3
761162181,8
761181686,761
761181688,357
761181695,12
761181707,213
761181709,280
761181711,163
761181712,44
761181713,264
761181714,13
761416174,16
761445145,1
761445146,2
761450043,23
761450044,18
761450045,16
761450046,10
761450047,10
761450048,18
761615702,18
761678361,42
762163407,6
762193154,14
762193155,98
762549610,320
762549611,7
762779481,3
762822432,479
762997849,5
762997850,5
763286766,418
763528669,418
764079609,380
764079610,25
764079611,10
764079612,3
764079613,2
764079614,198
764079615,3
764084405,43264
764107874,2
764120938,1
764841718,11
764841719,182
764841720,732
764841721,2639
764841722,650
764841723,966
764857274,113
764894708,388
764894711,880
764894712,200
765289199,1330
765327492,8
765327493,8
765606038,5
765615969,1
765618726,2
765871497,25
766145841,3
766248971,27
766809058,4
766814363,11
766825216,7
766825594,306
766825595,1013
766825596,485
766840675,493
766840676,18
766840677,6
766840678,11
766840679,3
766840680,48
766840681,9
767399859,4650
767399860,16
767399861,59
767399862,18
767399863,1
767399864,73
767453077,5763
767469870,1019
767644844,1523
767644845,1004
767644846,817
767762579,44
767762580,63
768046202,1339
768046258,11
769215428,137
769801765,16
769801766,11
769868270,43
769868271,3
769868272,45
769868273,14
769868274,10
769868275,23
770165494,33
770165495,9
770352370,509
770572013,8
770581598,106
770581599,22
770610734,9
770760291,9
771248434,2
771533962,4
771779223,33
773106512,2
776156468,1
776191172,30
776478114,3
777027169,63
777672903,109
778466073,21
779498051,1
780130707,14
780130708,4
780130709,20
780155065,64
780247603,3
780247604,1
780590558,3
780590560,33
780590561,314
780590562,2
780757917,6
782473484,3
782473489,6
782725668,102
782725669,67
782802232,9
784978823,108
784978824,50
784978825,24
784978826,24
784978827,13
784978828,71
784978829,20
784978830,47
785514202,10
785514203,213
785514205,79
787011886,49
787011887,22
787011888,34
787011890,1
787389479,37
788351234,17
788351235,153
792223906,22
792223908,97
793356720,44
793356722,16
793356757,3
793356758,3
793356760,3
793356761,1
794632093,29
794632094,24
794632095,19
794632096,6
795595213,1274
795595214,869
796349362,493
796725952,5
796824016,7
796824017,2
797249918,105
798247095,372
798247096,10232
798250634,1033
798250635,142
798250782,7836
798328301,30
800186307,14102
800186308,22310
800186309,2344
801418351,583
801421860,22
803244801,62
803244802,231
803244803,91
803336420,78
803336421,114
803517050,1
803517051,1
803852779,20
803852780,33
803852781,20
804160758,1026
804411540,167
804411543,167
804411544,275
804411545,76
804963935,1449
804973887,12804
804973889,2649
804973894,90
804973898,2056
805349448,3
805825301,246
805833660,593
805833661,94
805833662,119
805833663,27
805840770,341
805842646,285
805842647,25
805842648,66
805842649,727
805979100,48
805979101,43
805979102,3
805979103,1
807008396,708
807928683,267
808484509,8
808484510,19
808484511,25
808484512,24
808489133,32
808489134,293
808489135,12
808504566,23
808504567,234
808504569,5
808504570,32
808504576,331
808504577,345
808504578,5
808504579,1
808504582,22
808684208,5
808753485,683
80880023,12
80880024,14
809420352,3
8095521,22919
8095532,9148
8095542,5937
810149861,1
810774309,26
81251114,2323
81251115,4643
812691856,66
812752247,1081
813550441,505
813550442,190
813550443,190
813963895,77
814062202,1
814062218,1
814166131,75
814166132,190
814821735,62
814821736,59
814821737,62
814821739,69
814821740,13
815139534,33
815139607,68
815139610,2
815743277,18
815808160,1
816307147,95
816307148,190
817139089,132
817139090,111
817139096,3258
817695703,1
817695705,3
818798040,228
818967033,620
818967058,45
818967060,45
818967115,16
818967116,11
818967117,9
818967145,3
818967146,3
818967362,34
818967363,34
818967364,59
818967448,53
818967449,3
818967450,1
818967592,53
818980828,36
820333080,146
820333081,46
820333082,44
820333084,486
820333085,278
820529999,277
820532686,189
821106293,85
821862141,10
821862142,47
821862143,88
821862144,10
821862145,9
821862147,34
821862148,20
